source_file,source_row_number,raw_record_id,date,time,observed_at,needs_review,review_reasons,possible_normalized_duplicate,normalized_duplicate_group,input_raw_record_id,input_source_file,input_source_sheet,input_source_row_number,input_observed_at,input_needs_review,input_review_reasons,water_in_return,mins_added,return_now,nutrient_solution,ph_down,how_much_consumed,leak_or_no,how_many_planted,problems,plant,seed_or_seedling,age,watered_amount,how_many_plants_planted,problems_faced,date_raw,how_much_consumed_raw,leak_or_no_raw,mins_added_raw,ph_down_raw,plant_raw,return_now_raw,seed_or_seedling_raw,time_raw,water_in_return_raw,watered_amount_raw,mins_added_minutes,mins_added_parse_status,water_in_return_liters,water_in_return_liters_parse_status,return_now_liters,return_now_liters_parse_status,how_much_consumed_liters,how_much_consumed_liters_parse_status,watered_amount_liters,watered_amount_liters_parse_status,ph_down_milliliters,ph_down_milliliters_parse_status,leak_reported,problem_notes,planting_notes,water_in_return_liters_possible_outlier,return_now_liters_possible_outlier,how_much_consumed_liters_possible_outlier,watered_amount_liters_possible_outlier,ph_down_milliliters_possible_outlier,mins_added_minutes_possible_outlier,age_raw,date_raw_source,how_many_planted_raw,how_many_plants_planted_raw,how_much_consumed_raw_source,how_much_consumed_liters_raw,input_observed_at_raw,leak_or_no_raw_source,mins_added_raw_source,mins_added_minutes_raw,nutrient_solution_raw,ph_down_raw_source,ph_down_milliliters_raw,plant_raw_source,planting_notes_raw,problem_notes_raw,problems_raw,problems_faced_raw,return_now_raw_source,return_now_liters_raw,seed_or_seedling_raw_source,time_raw_source,water_in_return_raw_source,water_in_return_liters_raw,watered_amount_raw_source,watered_amount_liters_raw,date_date_parse_status,mins_added_minutes_parse_status,mins_added_minutes_numeric_parse_status,water_in_return_liters_numeric_parse_status,return_now_liters_numeric_parse_status,how_much_consumed_liters_numeric_parse_status,watered_amount_liters_numeric_parse_status,ph_down_milliliters_numeric_parse_status
cleaned_data.csv,23,cleaned_data.csv::row_23,2025-08-28,14:20:00,2025-08-28T14:20:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_23,Water consumption in glasshouse new cycle - original data.xlsx,Towers,23,2025-08-28T14:20:00,True,mins_added_not_machine_parseable,,manually,155L,peristaltic pumps,,,no more leaking,all except 1 tower,,,,,,,,2025-08-28 00:00:00,-,no more leaking,manually,-,,155L,,14:20:00,-,,,manual_entry,,missing,155.0,parsed,,missing,,missing,,missing,False,,all except 1 tower,False,False,False,False,False,False,,2025-08-28,all except 1 tower,,,,2025-08-28T14:20:00,no more leaking,manually,,peristaltic pumps,,,,all except 1 tower,,,,155L,155.0,,14:20:00,,,,,parsed,manual_entry,missing,missing,parsed,missing,missing,missing
cleaned_data.csv,25,cleaned_data.csv::row_25,2025-09-01,12:39:00,2025-09-01T12:39:00,True,water_in_return_quantity_requires_review; how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_25,Water consumption in glasshouse new cycle - original data.xlsx,Towers,25,2025-09-01T12:39:00,True,water_in_return_quantity_requires_review; how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,50L supply missing 25L,3 mins,140L,peristaltic pumps,,150L (weekend),no more leaking,all except 1 tower,"there was a problem with the water, pumps weren't returning the water back but it was a system problem not pumps",,,,,,,2025-09-01 00:00:00,150L (weekend),no more leaking,3 mins,-,,140L,,12:39:00,50L supply missing 25L,,3.0,parsed,,ambiguous_multiple_quantities,140.0,parsed,150.0,parsed,,missing,,missing,False,"there was a problem with the water, pumps weren't returning the water back but it was a system problem not pumps",all except 1 tower,False,False,True,False,False,False,,2025-09-01,all except 1 tower,,150L (weekend),150.0,2025-09-01T12:39:00,no more leaking,3 mins,3.0,peristaltic pumps,,,,all except 1 tower,"there was a problem with the water, pumps weren't returning the water back but it was a system problem not pumps","there was a problem with the water, pumps weren't returning the water back but it was a system problem not pumps",,140L,140.0,,12:39:00,50L supply missing 25L,,,,parsed,parsed,parsed,missing,parsed,parsed,missing,missing
cleaned_data.csv,26,cleaned_data.csv::row_26,2025-09-02,10:51:00,2025-09-02T10:51:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_26,Water consumption in glasshouse new cycle - original data.xlsx,Towers,26,2025-09-02T10:51:00,True,mins_added_not_machine_parseable,105L,manually,160L,peristaltic pumps,10ml,35L,no more leaking,all except 1 tower,,,,,,,,2025-09-02 00:00:00,35L,no more leaking,manually,10ml,,160L,,10:51:00,105L,,,manual_entry,105.0,parsed,160.0,parsed,35.0,parsed,,missing,10.0,parsed,False,,all except 1 tower,False,False,False,False,False,False,,2025-09-02,all except 1 tower,,35L,35.0,2025-09-02T10:51:00,no more leaking,manually,,peristaltic pumps,10ml,10.0,,all except 1 tower,,,,160L,160.0,,10:51:00,105L,105.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,28,cleaned_data.csv::row_28,2025-09-03,09:36:00,2025-09-03T09:36:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_28,Water consumption in glasshouse new cycle - original data.xlsx,Towers,28,2025-09-03T09:36:00,True,mins_added_not_machine_parseable,175L,manually,200L,peristaltic pumps,10ml,,no more leaking,all except 1 tower,,,,,,,,2025-09-03 00:00:00,-,no more leaking,manually,10ml,,200L,,09:36:00,175L,,,manual_entry,175.0,parsed,200.0,parsed,,missing,,missing,10.0,parsed,False,,all except 1 tower,False,False,False,False,False,False,,2025-09-03,all except 1 tower,,,,2025-09-03T09:36:00,no more leaking,manually,,peristaltic pumps,10ml,10.0,,all except 1 tower,,,,200L,200.0,,09:36:00,175L,175.0,,,parsed,manual_entry,missing,parsed,parsed,missing,missing,parsed
cleaned_data.csv,29,cleaned_data.csv::row_29,2025-09-05,11:10:00,2025-09-05T11:10:00,True,how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_29,Water consumption in glasshouse new cycle - original data.xlsx,Towers,29,2025-09-05T11:10:00,True,how_much_consumed_liters_possible_outlier,90L,4 mins,180L,peristaltic pumps,,110L (2 days),no more leaking,all except 1 tower,,,,,,,,2025-09-05 00:00:00,110L (2 days),no more leaking,4 mins,-,,180L,,11:10:00,90L,,4.0,parsed,90.0,parsed,180.0,parsed,110.0,parsed,,missing,,missing,False,,all except 1 tower,False,False,True,False,False,False,,2025-09-05,all except 1 tower,,110L (2 days),110.0,2025-09-05T11:10:00,no more leaking,4 mins,4.0,peristaltic pumps,,,,all except 1 tower,,,,180L,180.0,,11:10:00,90L,90.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,31,cleaned_data.csv::row_31,2025-09-05,14:07:00,2025-09-05T14:07:00,True,water_in_return_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_31,Water consumption in glasshouse new cycle - original data.xlsx,Towers,31,2025-09-05T14:07:00,True,water_in_return_liters_possible_outlier,230L,,,,,15L just from leak,major leaking,all except 1 tower,temporary tank spilled water for some reason,,,,,,,2025-09-05 00:00:00,15L just from leak,major leaking,-,-,,-,,14:07:00,230L,,,missing,230.0,parsed,,missing,15.0,parsed,,missing,,missing,True,temporary tank spilled water for some reason,all except 1 tower,True,False,False,False,False,False,,2025-09-05,all except 1 tower,,15L just from leak,15.0,2025-09-05T14:07:00,major leaking,,,,,,,all except 1 tower,temporary tank spilled water for some reason,temporary tank spilled water for some reason,,,,,14:07:00,230L,230.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,32,cleaned_data.csv::row_32,2025-09-08,11:14:00,2025-09-08T11:14:00,True,mins_added_duration_requires_review; how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_32,Water consumption in glasshouse new cycle - original data.xlsx,Towers,32,2025-09-08T11:14:00,True,mins_added_not_machine_parseable; how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,120L,manually,198L,,,110L (weekend),no more leaking,all except 1 tower,problem with pump did not return water,,,,,,,2025-09-08 00:00:00,110L (weekend),no more leaking,manually,-,,198L,,11:14:00,120L,,,manual_entry,120.0,parsed,198.0,parsed,110.0,parsed,,missing,,missing,False,problem with pump did not return water,all except 1 tower,False,False,True,False,False,False,,2025-09-08,all except 1 tower,,110L (weekend),110.0,2025-09-08T11:14:00,no more leaking,manually,,,,,,all except 1 tower,problem with pump did not return water,problem with pump did not return water,,198L,198.0,,11:14:00,120L,120.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,missing
cleaned_data.csv,33,cleaned_data.csv::row_33,2025-09-08,15:27:00,2025-09-08T15:27:00,True,mins_added_duration_requires_review; how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_33,Water consumption in glasshouse new cycle - original data.xlsx,Towers,33,2025-09-08T15:27:00,True,mins_added_not_machine_parseable; how_much_consumed_contains_context_or_uncertainty,150L,manually,200L,,15ml,48L in 4 hours!!,no more leaking,all except 1 tower,I'm assuming it's because they were under alot of water stress and they did not have water since 7pm the day before and the water room door was open the whole day and there was alot of work so evaporation as well,,,,,,,2025-09-08 00:00:00,48L in 4 hours!!,no more leaking,manually,15ml,,200L,,15:27:00,150L,,,manual_entry,150.0,parsed,200.0,parsed,48.0,parsed,,missing,15.0,parsed,False,I'm assuming it's because they were under alot of water stress and they did not have water since 7pm the day before and the water room door was open the whole day and there was alot of work so evaporation as well,all except 1 tower,False,False,False,False,False,False,,2025-09-08,all except 1 tower,,48L in 4 hours!!,48.0,2025-09-08T15:27:00,no more leaking,manually,,,15ml,15.0,,all except 1 tower,I'm assuming it's because they were under alot of water stress and they did not have water since 7pm the day before and the water room door was open the whole day and there was alot of work so evaporation as well,I'm assuming it's because they were under alot of water stress and they did not have water since 7pm the day before and the water room door was open the whole day and there was alot of work so evaporation as well,,200L,200.0,,15:27:00,150L,150.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,40,cleaned_data.csv::row_40,2025-09-15,08:28:00,2025-09-15T08:28:00,True,how_much_consumed_contains_context_or_uncertainty; water_in_return_liters_possible_outlier; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_40,Water consumption in glasshouse new cycle - original data.xlsx,Towers,40,2025-09-15T08:28:00,True,how_much_consumed_contains_context_or_uncertainty; water_in_return_liters_possible_outlier; how_much_consumed_liters_possible_outlier,40L,3 mins,160L,,20ml,200L (weekend),no more leaking,all except 1 tower,,,,,,,,2025-09-15 00:00:00,200L (weekend),no more leaking,3 mins,20ml,,160L,,08:28:00,40L,,3.0,parsed,40.0,parsed,160.0,parsed,200.0,parsed,,missing,20.0,parsed,False,,all except 1 tower,True,False,True,False,False,False,,2025-09-15,all except 1 tower,,200L (weekend),200.0,2025-09-15T08:28:00,no more leaking,3 mins,3.0,,20ml,20.0,,all except 1 tower,,,,160L,160.0,,08:28:00,40L,40.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,47,cleaned_data.csv::row_47,2025-09-22,08:34:00,2025-09-22T08:34:00,True,water_in_return_quantity_requires_review; how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_47,Water consumption in glasshouse new cycle - original data.xlsx,Towers,47,2025-09-22T08:34:00,True,water_in_return_quantity_requires_review; how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,50L return miss 30L supply,4 mins,170L,,15ml,175L (weekend),no more leaking,all except 1 unit and 2 towers,3:13PM harvested 3 more towers and some basil A shape,,,,,,,2025-09-22 00:00:00,175L (weekend),no more leaking,4 mins,15ml,,170L,,08:34:00,50L return miss 30L supply,,4.0,parsed,,ambiguous_multiple_quantities,170.0,parsed,175.0,parsed,,missing,15.0,parsed,False,3:13PM harvested 3 more towers and some basil A shape,all except 1 unit and 2 towers,False,False,True,False,False,False,,2025-09-22,all except 1 unit and 2 towers,,175L (weekend),175.0,2025-09-22T08:34:00,no more leaking,4 mins,4.0,,15ml,15.0,,all except 1 unit and 2 towers,3:13PM harvested 3 more towers and some basil A shape,3:13PM harvested 3 more towers and some basil A shape,,170L,170.0,,08:34:00,50L return miss 30L supply,,,,parsed,parsed,parsed,missing,parsed,parsed,missing,parsed
cleaned_data.csv,55,cleaned_data.csv::row_55,2025-09-29,09:09:00,2025-09-29T09:09:00,True,how_much_consumed_contains_context_or_uncertainty; water_in_return_liters_possible_outlier; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_55,Water consumption in glasshouse new cycle - original data.xlsx,Towers,55,2025-09-29T09:09:00,True,how_much_consumed_contains_context_or_uncertainty; water_in_return_liters_possible_outlier; how_much_consumed_liters_possible_outlier,50L,3 mins,170L,,,140L (weekend),no more leaking,2 units empty 4 towers empty,,,,,,,,2025-09-29 00:00:00,140L (weekend),no more leaking,3 mins,-,,170L,,09:09:00,50L,,3.0,parsed,50.0,parsed,170.0,parsed,140.0,parsed,,missing,,missing,False,,2 units empty 4 towers empty,True,False,True,False,False,False,,2025-09-29,2 units empty 4 towers empty,,140L (weekend),140.0,2025-09-29T09:09:00,no more leaking,3 mins,3.0,,,,,2 units empty 4 towers empty,,,,170L,170.0,,09:09:00,50L,50.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,63,cleaned_data.csv::row_63,2025-10-06,08:34:00,2025-10-06T08:34:00,True,how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::Towers::row_63,Water consumption in glasshouse new cycle - original data.xlsx,Towers,63,2025-10-06T08:34:00,True,how_much_consumed_contains_context_or_uncertainty; how_much_consumed_liters_possible_outlier,90L,,,,,112L (weekend),no more leaking,harvested everything end of cycle,ozonation was on and water turned clear,,,,,,,2025-10-06 00:00:00,112L (weekend),no more leaking,-,-,,-,,08:34:00,90L,,,missing,90.0,parsed,,missing,112.0,parsed,,missing,,missing,False,ozonation was on and water turned clear,harvested everything end of cycle,False,False,True,False,False,False,,2025-10-06,harvested everything end of cycle,,112L (weekend),112.0,2025-10-06T08:34:00,no more leaking,,,,,,,harvested everything end of cycle,ozonation was on and water turned clear,ozonation was on and water turned clear,,,,,08:34:00,90L,90.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
